sehir,semt,ev_tipi,oda_sayisi,net_metrekare,brut_metrekare,bina_yasi,bulundugu_kat,kat_sayisi,banyo_sayisi,balkon,isitma_tipi,otopark,site_ici,esyali_durum,fiyat_tl
Antalya,Fatih,Dubleks,1+1,211,253,21-25,2,17,1,Yok,Merkezi,Yok,Hayır,Yarı Eşyalı,2259113
İzmir,Fatih,Daire,1+0,49,54,6-10,1,2,4,Yok,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,499996
Mersin,Küçükçekmece,Villa,4+1,242,281,21-25,Bahçe Katı,1,2,Yok,Klima,Var,Hayır,Yarı Eşyalı,1760525
Antalya,Çankaya,Villa,1+1,422,473,21-25,Bahçe Katı,3,1,Yok,Yerden Isıtma,Yok,Evet,Eşyalı,8399576
İzmir,Fatih,Müstakil Ev,4+1,162,190,26-30,Bahçe Katı,2,1,Var,Merkezi,Açık Otopark,Hayır,Yarı Eşyalı,883890
Kayseri,Büyükçekmece,Daire,5+2,238,286,0-5,8,19,2,Yok,Kombi,Kapalı Otopark,Evet,Yarı Eşyalı,1361935
Diyarbakır,Eminönü,Daire,1+0,45,51,16-20,6,13,2,Var,Doğalgaz,Açık Otopark,Evet,Eşyasız,133809
Adana,Maltepe,Daire,5+1,195,234,0-5,3,8,5,Var,Klima,Var,Hayır,Eşyasız,1628659
Ankara,Beylikdüzü,Dubleks,1+0,244,278,21-25,13,10,5,Var,Klima,Kapalı Otopark,Hayır,Eşyalı,2377664
Samsun,Kartal,Villa,1+0,409,451,21-25,Bahçe Katı,2,1,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyalı,1692114
Gaziantep,Fatih,Daire,2+1,115,132,0-5,15,8,5,Yok,Yerden Isıtma,Kapalı Otopark,Hayır,Yarı Eşyalı,307520
İzmir,Büyükçekmece,Dubleks,1+1,301,365,16-20,11,5,2,Yok,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,4179282
Konya,Maltepe,Villa,1+1,303,341,30+,Bahçe Katı,3,1,Var,Doğalgaz,Yok,Hayır,Eşyasız,912634
Adana,Beyoğlu,Dubleks,4+1,268,309,0-5,2,6,3,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,3036204
Gaziantep,Eminönü,Daire,4+1,156,197,6-10,1,13,4,Var,Doğalgaz,Açık Otopark,Evet,Eşyalı,457982
Samsun,Kartal,Villa,3+1,405,475,26-30,Bahçe Katı,3,1,Yok,Doğalgaz,Var,Evet,Eşyalı,3084323
İzmir,Beşiktaş,Müstakil Ev,1+1,130,167,0-5,Bahçe Katı,1,5,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1763918
Adana,Beyoğlu,Villa,4+1,343,407,6-10,Bahçe Katı,1,5,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyasız,4228169
Ankara,Maltepe,Dubleks,2+1,257,292,30+,9,8,5,Var,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,1874517
Kayseri,Eminönü,Müstakil Ev,4+2,189,214,11-15,Bahçe Katı,3,2,Var,Merkezi,Var,Hayır,Yarı Eşyalı,917675
Antalya,Şişli,Daire,3+1,142,163,21-25,14,2,2,Yok,Merkezi,Yok,Evet,Eşyalı,1738584
Diyarbakır,Bağcılar,Tripleks,1+0,330,409,21-25,10,5,5,Var,Klima,Kapalı Otopark,Evet,Eşyasız,654700
Kayseri,Kartal,Daire,5+2,180,209,21-25,4,5,3,Var,Merkezi,Var,Evet,Eşyalı,798885
Samsun,Kadıköy,Tripleks,5+1,168,197,26-30,7,19,1,Yok,Merkezi,Kapalı Otopark,Evet,Eşyalı,889108
Eskişehir,Fatih,Rezidans,5+1,124,153,21-25,12,20,3,Var,Yerden Isıtma,Yok,Hayır,Eşyasız,658510
İzmir,Arnavutköy,Daire,4+2,194,251,21-25,1,6,5,Yok,Soba,Yok,Evet,Eşyasız,1147373
Antalya,Bağcılar,Müstakil Ev,2+1,282,360,0-5,Bahçe Katı,3,3,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,6721512
Samsun,Kadıköy,Rezidans,1+0,92,108,26-30,7,6,4,Yok,Klima,Kapalı Otopark,Hayır,Eşyalı,450521
Kayseri,Büyükçekmece,Rezidans,3+1,121,144,30+,14,2,3,Var,Merkezi,Kapalı Otopark,Evet,Eşyalı,325122
İzmir,Arnavutköy,Daire,1+1,66,80,21-25,15,16,1,Yok,Yerden Isıtma,Yok,Hayır,Eşyalı,282403
Antalya,Bakırköy,Rezidans,4+1,249,287,6-10,2,2,4,Yok,Kombi,Var,Hayır,Eşyalı,3376731
Eskişehir,Büyükçekmece,Tripleks,5+2,201,224,6-10,3,10,1,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,1410830
Ankara,Büyükçekmece,Tripleks,4+2,197,231,16-20,6,6,4,Var,Merkezi,Açık Otopark,Hayır,Eşyasız,1252586
İstanbul,Üsküdar,Rezidans,1+1,101,124,30+,9,14,5,Var,Soba,Var,Hayır,Yarı Eşyalı,1086893
Denizli,Fatih,Tripleks,3+1,271,314,16-20,15,2,5,Var,Doğalgaz,Açık Otopark,Evet,Eşyalı,2209213
İzmir,Çankaya,Dubleks,1+1,324,384,30+,11,5,5,Yok,Merkezi,Var,Evet,Eşyasız,2875882
Denizli,Maltepe,Tripleks,5+2,153,192,21-25,10,17,4,Var,Klima,Yok,Evet,Yarı Eşyalı,806877
Ankara,Kadıköy,Tripleks,1+1,223,283,11-15,15,14,3,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1469916
Kayseri,Küçükçekmece,Rezidans,4+2,89,104,11-15,12,8,1,Yok,Merkezi,Kapalı Otopark,Evet,Eşyasız,545124
Bursa,Fatih,Rezidans,1+1,138,155,26-30,8,11,3,Yok,Soba,Var,Evet,Eşyasız,636951
Diyarbakır,Fatih,Tripleks,5+1,164,197,6-10,2,10,5,Yok,Kombi,Var,Evet,Eşyalı,1233661
İstanbul,Kartal,Daire,5+2,186,238,26-30,4,9,3,Yok,Soba,Açık Otopark,Evet,Yarı Eşyalı,1189050
Kayseri,Zeytinburnu,Villa,5+2,500,605,11-15,Bahçe Katı,1,3,Var,Merkezi,Var,Hayır,Eşyalı,2160702
Antalya,Kartal,Rezidans,3+1,132,152,16-20,9,1,1,Yok,Kombi,Yok,Evet,Eşyalı,1377046
Bursa,Çatalca,Rezidans,4+1,188,240,30+,6,15,3,Var,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,528346
Eskişehir,Bağcılar,Tripleks,4+1,226,279,16-20,2,11,3,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyalı,870090
Şanlıurfa,Çankaya,Tripleks,4+2,319,371,6-10,12,1,4,Yok,Merkezi,Açık Otopark,Hayır,Eşyasız,1654407
Kayseri,Beyoğlu,Müstakil Ev,3+1,295,356,30+,Bahçe Katı,2,3,Yok,Kombi,Yok,Hayır,Eşyalı,936559
Diyarbakır,Beylikdüzü,Villa,5+1,245,280,6-10,Bahçe Katı,3,3,Yok,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,1249475
Konya,Çankaya,Rezidans,1+1,200,255,21-25,2,13,5,Yok,Klima,Var,Evet,Eşyalı,1273265
Kayseri,Zeytinburnu,Villa,5+1,292,366,16-20,Bahçe Katı,2,2,Yok,Yerden Isıtma,Var,Evet,Eşyasız,1482343
İzmir,Avcılar,Villa,5+2,245,275,16-20,Bahçe Katı,3,4,Yok,Klima,Açık Otopark,Hayır,Eşyalı,1671606
Adana,Merkez,Müstakil Ev,3+1,124,153,26-30,Bahçe Katı,3,2,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyalı,352995
Bursa,Şişli,Daire,1+0,64,82,16-20,12,17,5,Yok,Klima,Yok,Hayır,Eşyasız,315159
Şanlıurfa,Bahçelievler,Daire,3+1,114,141,6-10,4,1,5,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,552655
Mersin,Küçükçekmece,Daire,1+0,51,62,0-5,1,4,4,Yok,Klima,Var,Hayır,Eşyasız,411269
Eskişehir,Büyükçekmece,Daire,4+1,166,204,26-30,9,9,5,Var,Klima,Var,Evet,Eşyasız,387181
Antalya,Küçükçekmece,Villa,4+1,467,604,11-15,Bahçe Katı,3,4,Yok,Kombi,Var,Hayır,Eşyalı,10446887
Antalya,Merkez,Daire,1+1,52,65,26-30,8,5,1,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,375475
Bursa,Maltepe,Dubleks,1+0,175,220,30+,1,10,3,Yok,Klima,Var,Evet,Eşyalı,481005
Eskişehir,Şişli,Müstakil Ev,5+1,232,299,11-15,Bahçe Katı,3,1,Yok,Merkezi,Yok,Evet,Eşyasız,1480354
Denizli,Bahçelievler,Rezidans,5+2,187,229,30+,3,4,2,Var,Kombi,Var,Hayır,Yarı Eşyalı,539671
Konya,Şişli,Tripleks,4+2,349,408,0-5,14,5,4,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyalı,1334388
İstanbul,Çatalca,Rezidans,3+1,166,199,26-30,12,20,1,Yok,Yerden Isıtma,Yok,Hayır,Eşyasız,2534469
İzmir,Beylikdüzü,Tripleks,1+0,152,186,6-10,9,16,4,Var,Doğalgaz,Açık Otopark,Hayır,Eşyalı,1692711
Mersin,Kartal,Tripleks,4+2,253,319,0-5,8,15,5,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyasız,1318687
Eskişehir,Merkez,Daire,4+2,166,183,21-25,1,3,5,Yok,Soba,Yok,Hayır,Eşyasız,522156
Antalya,Zeytinburnu,Müstakil Ev,5+2,288,337,16-20,Bahçe Katı,1,1,Var,Doğalgaz,Kapalı Otopark,Hayır,Yarı Eşyalı,5788616
Mersin,Bağcılar,Rezidans,1+1,91,116,16-20,3,14,1,Yok,Soba,Yok,Evet,Eşyalı,785723
Konya,Beyoğlu,Rezidans,5+1,107,133,0-5,15,19,1,Yok,Klima,Yok,Hayır,Eşyalı,575699
Şanlıurfa,Bakırköy,Tripleks,5+2,280,351,6-10,12,19,2,Var,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,1600942
Kayseri,Çatalca,Villa,4+1,403,520,11-15,Bahçe Katı,2,2,Var,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,3083129
Antalya,Beyoğlu,Villa,4+1,376,482,6-10,Bahçe Katı,3,2,Yok,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,7771859
Eskişehir,Çatalca,Dubleks,4+1,258,325,21-25,2,1,4,Var,Doğalgaz,Var,Evet,Eşyasız,1700280
Bursa,Silivri,Müstakil Ev,2+1,135,167,11-15,Bahçe Katı,1,5,Var,Merkezi,Açık Otopark,Evet,Yarı Eşyalı,1886432
Denizli,Kartal,Rezidans,4+2,140,168,30+,13,10,1,Yok,Klima,Açık Otopark,Hayır,Yarı Eşyalı,215703
Antalya,Küçükçekmece,Dubleks,3+1,312,387,26-30,6,19,5,Var,Yerden Isıtma,Yok,Hayır,Eşyasız,2252473
İzmir,Şişli,Rezidans,1+1,176,195,11-15,9,9,2,Var,Soba,Kapalı Otopark,Evet,Eşyasız,2282722
İstanbul,Üsküdar,Müstakil Ev,1+0,280,342,26-30,Bahçe Katı,2,4,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,4993192
İzmir,Bakırköy,Tripleks,4+2,173,202,6-10,11,11,3,Yok,Merkezi,Yok,Hayır,Yarı Eşyalı,3451714
İstanbul,Kadıköy,Rezidans,5+1,194,222,26-30,10,20,2,Var,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyalı,2236308
Bursa,Merkez,Tripleks,5+1,281,354,16-20,8,2,3,Var,Merkezi,Var,Evet,Eşyalı,3855416
Mersin,Merkez,Rezidans,1+1,133,164,30+,4,14,1,Var,Soba,Açık Otopark,Evet,Yarı Eşyalı,597955
Diyarbakır,Ataşehir,Daire,1+1,49,54,30+,5,18,1,Var,Merkezi,Açık Otopark,Hayır,Eşyasız,122244
İstanbul,Bahçelievler,Rezidans,1+1,216,237,26-30,10,3,5,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,1846635
Bursa,Küçükçekmece,Daire,4+1,188,241,16-20,7,1,4,Var,Soba,Yok,Evet,Yarı Eşyalı,1215162
Mersin,Pendik,Rezidans,2+1,156,192,30+,14,12,1,Var,Doğalgaz,Var,Evet,Yarı Eşyalı,757744
Ankara,Pendik,Villa,5+1,308,364,26-30,Bahçe Katı,3,2,Var,Kombi,Yok,Hayır,Eşyalı,1677418
Kayseri,Çankaya,Tripleks,5+2,315,381,11-15,11,3,3,Var,Kombi,Açık Otopark,Hayır,Eşyasız,1040609
Ankara,Pendik,Tripleks,1+1,199,231,16-20,6,20,3,Var,Soba,Kapalı Otopark,Hayır,Eşyasız,1175852
Samsun,Kartal,Rezidans,4+2,150,190,6-10,11,11,4,Yok,Klima,Kapalı Otopark,Hayır,Eşyasız,804130
Kayseri,Beşiktaş,Müstakil Ev,2+1,257,292,26-30,Bahçe Katı,3,1,Var,Doğalgaz,Var,Hayır,Yarı Eşyalı,647938
Bursa,Beylikdüzü,Tripleks,5+2,317,397,11-15,7,8,5,Yok,Kombi,Açık Otopark,Evet,Eşyasız,2306231
Antalya,Küçükçekmece,Rezidans,2+1,211,238,6-10,3,19,5,Var,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,2240753
Ankara,Maltepe,Müstakil Ev,3+1,130,160,21-25,Bahçe Katı,2,4,Yok,Klima,Var,Evet,Yarı Eşyalı,1071417
Mersin,Büyükçekmece,Müstakil Ev,4+1,268,323,6-10,Bahçe Katı,2,4,Yok,Soba,Var,Hayır,Eşyasız,3171653
Gaziantep,Bağcılar,Müstakil Ev,5+2,243,310,0-5,Bahçe Katı,3,2,Yok,Kombi,Yok,Evet,Yarı Eşyalı,2050063
İzmir,Şişli,Müstakil Ev,1+1,289,331,30+,Bahçe Katı,2,1,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,2531278
Gaziantep,Merkez,Villa,1+0,265,321,6-10,Bahçe Katı,1,5,Var,Soba,Yok,Evet,Eşyalı,1511364
Gaziantep,Küçükçekmece,Tripleks,1+0,334,416,30+,5,3,2,Yok,Soba,Açık Otopark,Hayır,Eşyalı,761908
İzmir,Avcılar,Villa,4+1,285,354,11-15,Bahçe Katı,2,5,Var,Kombi,Açık Otopark,Hayır,Eşyalı,2495696
Denizli,Eminönü,Rezidans,4+2,118,144,6-10,8,20,5,Var,Soba,Var,Evet,Eşyasız,866764
Mersin,Merkez,Rezidans,4+2,213,252,30+,1,17,4,Var,Klima,Açık Otopark,Hayır,Yarı Eşyalı,1145534
Denizli,Çatalca,Tripleks,1+1,258,290,16-20,13,8,1,Yok,Soba,Açık Otopark,Hayır,Eşyalı,615779
İstanbul,Avcılar,Tripleks,1+1,283,311,26-30,4,11,4,Yok,Doğalgaz,Yok,Hayır,Yarı Eşyalı,4232978
Mersin,Bakırköy,Tripleks,5+1,306,353,26-30,7,7,4,Yok,Kombi,Kapalı Otopark,Hayır,Eşyasız,2293409
Samsun,Çatalca,Dubleks,2+1,318,357,6-10,8,6,1,Var,Soba,Açık Otopark,Hayır,Yarı Eşyalı,2230682
İstanbul,Şişli,Dubleks,1+0,173,218,16-20,15,20,4,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,1780905
Gaziantep,Bahçelievler,Tripleks,4+1,332,429,0-5,13,6,4,Yok,Doğalgaz,Yok,Hayır,Eşyalı,1101176
Mersin,Çatalca,Villa,2+1,218,255,26-30,Bahçe Katı,1,2,Var,Merkezi,Açık Otopark,Hayır,Yarı Eşyalı,1199912
Mersin,Merkez,Rezidans,1+1,103,124,26-30,14,18,5,Yok,Merkezi,Kapalı Otopark,Evet,Yarı Eşyalı,716634
Gaziantep,Avcılar,Daire,4+1,151,178,0-5,9,3,5,Yok,Merkezi,Var,Hayır,Yarı Eşyalı,1171353
Diyarbakır,Zeytinburnu,Dubleks,5+2,347,398,11-15,13,15,4,Var,Klima,Var,Hayır,Eşyalı,1516969
Antalya,Silivri,Rezidans,3+1,160,189,11-15,9,18,1,Yok,Kombi,Kapalı Otopark,Evet,Eşyasız,2901832
Ankara,Beylikdüzü,Villa,5+2,360,421,21-25,Bahçe Katı,2,2,Var,Klima,Yok,Evet,Yarı Eşyalı,2742416
Antalya,Beyoğlu,Villa,5+1,279,350,0-5,Bahçe Katı,1,4,Var,Soba,Var,Hayır,Eşyasız,7222014
Şanlıurfa,Avcılar,Müstakil Ev,5+2,166,215,21-25,Bahçe Katı,2,4,Var,Soba,Yok,Evet,Yarı Eşyalı,751740
Mersin,Çankaya,Tripleks,5+1,250,318,30+,3,15,1,Yok,Merkezi,Var,Evet,Yarı Eşyalı,880568
Adana,Bağcılar,Tripleks,4+1,197,238,6-10,5,16,5,Yok,Merkezi,Yok,Hayır,Eşyasız,1030616
Adana,Bağcılar,Dubleks,4+1,265,301,6-10,10,8,1,Yok,Kombi,Açık Otopark,Hayır,Eşyalı,1261160
İzmir,Fatih,Daire,2+1,96,115,30+,11,17,5,Yok,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,711713
Ankara,Çatalca,Villa,1+0,310,391,16-20,Bahçe Katı,3,1,Yok,Yerden Isıtma,Kapalı Otopark,Hayır,Eşyasız,2913425
Samsun,Maltepe,Müstakil Ev,1+0,225,252,30+,Bahçe Katı,3,5,Var,Soba,Yok,Hayır,Eşyasız,662898
Samsun,Arnavutköy,Dubleks,1+1,247,302,16-20,11,5,2,Yok,Klima,Açık Otopark,Evet,Eşyalı,817250
Adana,Büyükçekmece,Müstakil Ev,4+1,274,336,11-15,Bahçe Katı,2,3,Yok,Klima,Yok,Evet,Eşyalı,1182721
Bursa,Arnavutköy,Rezidans,1+1,133,150,0-5,2,3,4,Var,Doğalgaz,Açık Otopark,Evet,Eşyalı,954756
Eskişehir,Bahçelievler,Müstakil Ev,3+1,183,228,16-20,Bahçe Katı,3,2,Var,Soba,Yok,Evet,Eşyalı,1498335
Adana,Fatih,Dubleks,4+1,290,344,26-30,9,6,5,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyasız,1185863
Ankara,Zeytinburnu,Müstakil Ev,5+1,225,259,11-15,Bahçe Katı,1,1,Var,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,1315671
Samsun,Fatih,Müstakil Ev,1+0,230,289,21-25,Bahçe Katı,1,1,Yok,Kombi,Açık Otopark,Hayır,Eşyasız,835647
Eskişehir,Bahçelievler,Dubleks,3+1,217,242,26-30,4,17,5,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyalı,1155209
Bursa,Kadıköy,Rezidans,5+2,238,283,26-30,10,16,2,Yok,Doğalgaz,Yok,Evet,Yarı Eşyalı,803939
Bursa,Maltepe,Villa,5+2,204,233,6-10,Bahçe Katı,1,4,Var,Merkezi,Açık Otopark,Hayır,Eşyasız,3403871
Samsun,Çankaya,Müstakil Ev,1+1,157,174,30+,Bahçe Katı,2,1,Yok,Kombi,Yok,Hayır,Eşyasız,680333
Samsun,Çatalca,Villa,4+2,426,489,0-5,Bahçe Katı,1,4,Var,Soba,Yok,Hayır,Eşyasız,4015618
Adana,Şişli,Rezidans,1+0,220,264,11-15,8,10,2,Yok,Doğalgaz,Yok,Evet,Eşyalı,1536262
İzmir,Maltepe,Tripleks,1+1,251,315,0-5,1,19,4,Var,Merkezi,Var,Evet,Eşyalı,4600128
Adana,Büyükçekmece,Daire,1+0,67,82,26-30,9,4,2,Yok,Kombi,Kapalı Otopark,Hayır,Eşyasız,277046
Gaziantep,Bağcılar,Rezidans,2+1,144,184,16-20,12,15,5,Yok,Soba,Açık Otopark,Evet,Yarı Eşyalı,445948
Diyarbakır,Zeytinburnu,Müstakil Ev,2+1,137,165,16-20,Bahçe Katı,2,3,Yok,Klima,Var,Hayır,Yarı Eşyalı,378203
Denizli,Bağcılar,Tripleks,3+1,232,288,26-30,9,13,2,Yok,Soba,Yok,Hayır,Eşyasız,728510
Ankara,Eminönü,Rezidans,1+1,91,115,6-10,3,2,2,Var,Klima,Yok,Evet,Eşyalı,1129728
Eskişehir,Fatih,Tripleks,4+1,162,190,21-25,12,3,1,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,1078507
Mersin,Arnavutköy,Dubleks,5+1,331,367,21-25,5,17,1,Var,Merkezi,Var,Evet,Yarı Eşyalı,1311960
Mersin,Bahçelievler,Villa,3+1,469,577,21-25,Bahçe Katı,3,2,Yok,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,3305514
Şanlıurfa,Kadıköy,Villa,2+1,481,567,11-15,Bahçe Katı,3,2,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,2027390
Denizli,Arnavutköy,Müstakil Ev,3+1,264,319,16-20,Bahçe Katı,3,3,Yok,Klima,Açık Otopark,Hayır,Eşyalı,1710686
Kayseri,Merkez,Tripleks,2+1,227,249,6-10,4,11,1,Yok,Soba,Yok,Evet,Eşyalı,1228210
Bursa,Bağcılar,Tripleks,3+1,209,240,11-15,2,19,4,Var,Yerden Isıtma,Var,Hayır,Eşyasız,1378028
Diyarbakır,Çatalca,Tripleks,1+1,302,370,0-5,12,19,4,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,1657374
Denizli,Kartal,Rezidans,1+0,242,303,16-20,1,10,5,Var,Merkezi,Yok,Hayır,Yarı Eşyalı,1121332
Eskişehir,Arnavutköy,Dubleks,5+2,342,416,21-25,2,8,4,Yok,Klima,Yok,Evet,Eşyasız,1066966
İstanbul,Beylikdüzü,Dubleks,4+1,171,201,16-20,13,5,2,Yok,Soba,Yok,Hayır,Eşyasız,3310950
Kayseri,Arnavutköy,Tripleks,3+1,212,236,30+,7,11,5,Var,Doğalgaz,Açık Otopark,Hayır,Eşyasız,530584
Kayseri,Büyükçekmece,Daire,4+1,150,194,21-25,14,15,5,Var,Klima,Var,Evet,Eşyalı,624188
Diyarbakır,Beşiktaş,Daire,1+0,60,77,6-10,14,10,1,Yok,Yerden Isıtma,Var,Hayır,Eşyasız,237301
Diyarbakır,Beylikdüzü,Villa,3+1,479,577,11-15,Bahçe Katı,3,4,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,3986052
Bursa,Şişli,Daire,4+1,152,191,21-25,5,2,4,Var,Doğalgaz,Açık Otopark,Hayır,Yarı Eşyalı,1156964
Denizli,Kadıköy,Daire,4+1,195,248,16-20,4,13,5,Var,Merkezi,Açık Otopark,Evet,Eşyalı,610418
Mersin,Çatalca,Daire,1+0,60,77,11-15,6,16,4,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,368917
Mersin,Maltepe,Daire,4+1,196,230,30+,1,18,3,Var,Kombi,Kapalı Otopark,Hayır,Yarı Eşyalı,449471
Mersin,Silivri,Tripleks,3+1,256,293,6-10,7,10,5,Yok,Klima,Yok,Evet,Yarı Eşyalı,1401500
Samsun,Beyoğlu,Villa,4+1,468,599,16-20,Bahçe Katı,1,5,Var,Merkezi,Var,Evet,Eşyalı,2931828
Diyarbakır,Merkez,Müstakil Ev,4+2,225,261,26-30,Bahçe Katı,3,3,Var,Kombi,Var,Evet,Eşyalı,502042
Kayseri,Maltepe,Tripleks,3+1,302,346,26-30,1,12,1,Yok,Kombi,Açık Otopark,Hayır,Eşyalı,1426755
İzmir,Şişli,Villa,3+1,216,255,0-5,Bahçe Katı,2,4,Var,Yerden Isıtma,Yok,Evet,Eşyalı,3222246
Konya,Küçükçekmece,Dubleks,5+1,267,341,16-20,7,2,5,Yok,Yerden Isıtma,Kapalı Otopark,Hayır,Yarı Eşyalı,1824755
Mersin,Eminönü,Rezidans,1+0,213,238,16-20,14,2,2,Yok,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,1732333
Antalya,Pendik,Dubleks,4+2,227,284,11-15,8,6,4,Yok,Soba,Var,Evet,Eşyasız,4972460
Diyarbakır,Eminönü,Daire,2+1,119,144,26-30,9,5,4,Yok,Merkezi,Açık Otopark,Evet,Eşyalı,344029
Şanlıurfa,Beyoğlu,Dubleks,1+1,214,249,26-30,15,6,1,Var,Doğalgaz,Açık Otopark,Hayır,Eşyalı,550111
Samsun,Eminönü,Tripleks,2+1,246,297,0-5,13,6,3,Var,Kombi,Yok,Evet,Yarı Eşyalı,969843
Diyarbakır,Zeytinburnu,Müstakil Ev,2+1,150,191,6-10,Bahçe Katı,1,5,Yok,Doğalgaz,Açık Otopark,Hayır,Eşyasız,736644
Şanlıurfa,Fatih,Villa,3+1,443,527,16-20,Bahçe Katı,1,5,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,1255929
Adana,Çankaya,Villa,1+0,495,627,11-15,Bahçe Katı,2,1,Var,Doğalgaz,Açık Otopark,Evet,Eşyalı,5276903
Diyarbakır,Çatalca,Tripleks,2+1,266,332,11-15,15,2,1,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyalı,1636734
Ankara,Pendik,Dubleks,2+1,181,224,11-15,6,17,4,Var,Yerden Isıtma,Yok,Evet,Eşyalı,2288969
Mersin,Beşiktaş,Dubleks,4+1,259,316,11-15,5,17,5,Yok,Kombi,Açık Otopark,Hayır,Eşyasız,2478235
Antalya,Çatalca,Müstakil Ev,3+1,120,134,16-20,Bahçe Katı,3,1,Var,Soba,Açık Otopark,Hayır,Eşyalı,1450182
Eskişehir,Beyoğlu,Daire,3+1,144,166,30+,2,10,3,Yok,Doğalgaz,Var,Hayır,Eşyasız,412050
İstanbul,Şişli,Villa,5+1,373,479,16-20,Bahçe Katı,2,1,Var,Klima,Yok,Hayır,Yarı Eşyalı,11842259
Denizli,Bakırköy,Rezidans,1+0,213,247,26-30,11,11,5,Var,Kombi,Kapalı Otopark,Hayır,Eşyalı,971245
İstanbul,Ataşehir,Dubleks,2+1,296,361,6-10,10,4,3,Yok,Yerden Isıtma,Var,Hayır,Eşyasız,4180554
Adana,Zeytinburnu,Müstakil Ev,3+1,254,294,0-5,Bahçe Katı,2,1,Var,Doğalgaz,Açık Otopark,Evet,Eşyasız,3094262
Adana,Fatih,Rezidans,4+1,163,183,30+,2,17,2,Var,Yerden Isıtma,Var,Hayır,Eşyasız,743611
İstanbul,Pendik,Daire,1+1,66,78,0-5,2,17,3,Var,Soba,Kapalı Otopark,Evet,Eşyasız,970591
Mersin,Ataşehir,Dubleks,1+1,219,247,11-15,2,1,5,Var,Kombi,Kapalı Otopark,Hayır,Eşyasız,1006359
Bursa,Avcılar,Villa,2+1,236,274,11-15,Bahçe Katı,3,4,Var,Kombi,Var,Hayır,Yarı Eşyalı,1417524
Ankara,Bakırköy,Dubleks,2+1,330,402,21-25,11,15,5,Yok,Merkezi,Kapalı Otopark,Evet,Yarı Eşyalı,3725243
Ankara,Zeytinburnu,Tripleks,2+1,173,218,26-30,8,4,4,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1627958
Şanlıurfa,Küçükçekmece,Müstakil Ev,5+1,220,250,26-30,Bahçe Katı,2,3,Yok,Klima,Var,Evet,Eşyasız,423340
Denizli,Şişli,Müstakil Ev,5+1,274,332,21-25,Bahçe Katı,1,4,Var,Merkezi,Var,Hayır,Yarı Eşyalı,1223016
Antalya,Küçükçekmece,Villa,2+1,446,524,11-15,Bahçe Katı,1,5,Yok,Klima,Kapalı Otopark,Evet,Eşyalı,9400061
Şanlıurfa,Çatalca,Tripleks,5+2,179,218,16-20,6,18,1,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,688102
Kayseri,Bahçelievler,Müstakil Ev,5+2,285,351,0-5,Bahçe Katı,1,2,Var,Kombi,Yok,Hayır,Yarı Eşyalı,1468948
Konya,Beyoğlu,Villa,5+1,353,428,26-30,Bahçe Katı,2,4,Yok,Doğalgaz,Var,Hayır,Eşyalı,2083065
